Task,Encoder,Classifier,Probed Word,Accuracy,ci_lower,mean,ci_upper,Target
animacy,BERT,1024,the_1,99.31,99.13,99.32,99.45,object
animacy,BERT,1024,lawyers,98.15,97.62,98.15,98.7,object
animacy,BERT,1024,questioned,98.1,97.9,98.1,98.2,object
animacy,BERT,1024,the_2,98.03,97.77,98.03,98.32,object
animacy,BERT,1024,judge,100,100,100,100,object
animacy,BERT,1024_1024_1024,the_1,99,98.8,99.01,99.2,object
animacy,BERT,1024_1024_1024,lawyers,98.15,97.62,98.15,98.7,object
animacy,BERT,1024_1024_1024,questioned,98.1,97.9,98.1,98.2,object
animacy,BERT,1024_1024_1024,the_2,98.03,97.77,98.03,98.32,object
animacy,BERT,1024_1024_1024,judge,100,100,100,100,object
animacy,BERT,20_20_20,the_1,99.29,99.2,99.29,99.36,object
animacy,BERT,20_20_20,lawyers,97.96,97.84,97.96,98.08,object
animacy,BERT,20_20_20,questioned,98.22,98.15,98.22,98.29,object
animacy,BERT,20_20_20,the_2,97.83,97.73,97.83,97.94,object
animacy,BERT,20_20_20,judge,100,100,100,100,object
animacy,ELMo,1024,the_1,86.95,86.3,86.95,87.6,object
animacy,ELMo,1024,lawyers,85.9,85.9,85.9,85.9,object
animacy,ELMo,1024,questioned,95.28,94.8,95.29,96.1,object
animacy,ELMo,1024,the_2,99.31,99.03,99.31,99.52,object
animacy,ELMo,1024,judge,100,100,100,100,object
animacy,ELMo,1024_1024_1024,the_1,86.95,86.3,86.95,87.6,object
animacy,ELMo,1024_1024_1024,lawyers,85.9,85.9,85.9,85.9,object
animacy,ELMo,1024_1024_1024,questioned,94.7,93.83,94.7,95.4,object
animacy,ELMo,1024_1024_1024,the_2,99.1,98.9,99.1,99.3,object
animacy,ELMo,1024_1024_1024,judge,100,100,100,100,object
animacy,ELMo,20_20_20,the_1,86.66,86.25,86.67,87.12,object
animacy,ELMo,20_20_20,lawyers,86.54,84.37,86.52,88.35,object
animacy,ELMo,20_20_20,questioned,95.8,95.64,95.79,95.94,object
animacy,ELMo,20_20_20,the_2,99.26,99.16,99.26,99.34,object
animacy,ELMo,20_20_20,judge,99.11,98.32,99.11,99.8,object
animacy,GLoVe,1024,the_1,53.8,53.8,53.8,53.8,object
animacy,GLoVe,1024,lawyers,53.8,53.8,53.8,53.8,object
animacy,GLoVe,1024,questioned,53.8,53.8,53.8,53.8,object
animacy,GLoVe,1024,the_2,53.8,53.8,53.8,53.8,object
animacy,GLoVe,1024,judge,83.37,76.9,83.37,89.5,object
animacy,GLoVe,1024_1024_1024,the_1,53.8,53.8,53.8,53.8,object
animacy,GLoVe,1024_1024_1024,lawyers,53.8,53.8,53.8,53.8,object
animacy,GLoVe,1024_1024_1024,questioned,53.81,53.8,53.81,53.83,object
animacy,GLoVe,1024_1024_1024,the_2,53.8,53.8,53.8,53.8,object
animacy,GLoVe,1024_1024_1024,judge,71.36,65.35,71.33,77.79,object
animacy,GLoVe,20_20_20,the_1,53.8,53.8,53.8,53.8,object
animacy,GLoVe,20_20_20,lawyers,54.63,54.32,54.62,54.96,object
animacy,GLoVe,20_20_20,questioned,53.79,53.74,53.79,53.83,object
animacy,GLoVe,20_20_20,the_2,53.8,53.8,53.8,53.8,object
animacy,GLoVe,20_20_20,judge,79.09,72.94,79.15,85.1,object
animacy,GPT,1024,the_1,53.8,53.8,53.8,53.8,object
animacy,GPT,1024,lawyers,53.81,53.8,53.81,53.82,object
animacy,GPT,1024,questioned,53.72,53.52,53.72,53.8,object
animacy,GPT,1024,the_2,53.81,53.79,53.81,53.84,object
animacy,GPT,1024,judge,87.06,81.36,87.11,92.48,object
animacy,GPT,1024_1024_1024,the_1,53.8,53.8,53.8,53.8,object
animacy,GPT,1024_1024_1024,lawyers,53.8,53.8,53.8,53.8,object
animacy,GPT,1024_1024_1024,questioned,53.8,53.8,53.8,53.8,object
animacy,GPT,1024_1024_1024,the_2,53.83,53.77,53.83,53.91,object
animacy,GPT,1024_1024_1024,judge,61.19,56.83,61.09,66.07,object
animacy,GPT,20_20_20,the_1,53.8,53.8,53.8,53.8,object
animacy,GPT,20_20_20,lawyers,54.72,54.45,54.72,55.03,object
animacy,GPT,20_20_20,questioned,52.99,52.53,52.99,53.42,object
animacy,GPT,20_20_20,the_2,52.79,52.32,52.79,53.24,object
animacy,GPT,20_20_20,judge,83.37,77.63,83.34,89.5,object
gender,BERT,1024,the_1,79.31,78.45,79.32,80.08,object
gender,BERT,1024,lawyers,77.13,75.7,77.17,78.8,object
gender,BERT,1024,questioned,79.72,78.99,79.72,80.42,object
gender,BERT,1024,the_2,86.5,86.5,86.5,86.5,object
gender,BERT,1024,judge,99.46,99.12,99.45,99.76,object
gender,BERT,1024_1024_1024,the_1,79.31,78.45,79.32,80.08,object
gender,BERT,1024_1024_1024,lawyers,74.48,73.54,74.46,75.45,object
gender,BERT,1024_1024_1024,questioned,79.72,78.99,79.72,80.42,object
gender,BERT,1024_1024_1024,the_2,87.16,86.78,87.16,87.49,object
gender,BERT,1024_1024_1024,judge,99.75,99.6,99.74,99.9,object
gender,BERT,20_20_20,the_1,79.31,78.45,79.32,80.08,object
gender,BERT,20_20_20,lawyers,74.48,73.54,74.46,75.45,object
gender,BERT,20_20_20,questioned,79.72,78.99,79.72,80.42,object
gender,BERT,20_20_20,the_2,87.16,86.78,87.16,87.49,object
gender,BERT,20_20_20,judge,99.9,99.81,99.9,99.97,object
gender,ELMo,1024,the_1,65.2,64.11,65.19,66.49,object
gender,ELMo,1024,lawyers,60.4,60.4,60.4,60.4,object
gender,ELMo,1024,questioned,84.7,84.7,84.7,84.7,object
gender,ELMo,1024,the_2,92.8,89.61,92.74,94.35,object
gender,ELMo,1024,judge,88.1,87.2,88.1,88.6,object
gender,ELMo,1024_1024_1024,the_1,65.2,64.11,65.19,66.49,object
gender,ELMo,1024_1024_1024,lawyers,60.4,60.4,60.4,60.4,object
gender,ELMo,1024_1024_1024,questioned,77.9,77.9,77.9,77.9,object
gender,ELMo,1024_1024_1024,the_2,94.3,94.3,94.3,94.3,object
gender,ELMo,1024_1024_1024,judge,88.63,88.6,88.63,88.7,object
gender,ELMo,20_20_20,the_1,65.2,64.11,65.19,66.49,object
gender,ELMo,20_20_20,lawyers,60.4,60.4,60.4,60.4,object
gender,ELMo,20_20_20,questioned,83.58,82.85,83.58,84.27,object
gender,ELMo,20_20_20,the_2,93.04,92.55,93.05,93.47,object
gender,ELMo,20_20_20,judge,87.06,85.72,87.06,88.26,object
gender,GLoVe,1024,the_1,44,44,44,44,object
gender,GLoVe,1024,lawyers,44,44,44,44,object
gender,GLoVe,1024,questioned,44.02,44,44.02,44.05,object
gender,GLoVe,1024,the_2,44,44,44,44,object
gender,GLoVe,1024,judge,94.17,89.03,94.18,98.49,object
gender,GLoVe,1024_1024_1024,the_1,44,44,44,44,object
gender,GLoVe,1024_1024_1024,lawyers,44,44,44,44,object
gender,GLoVe,1024_1024_1024,questioned,44,44,44,44,object
gender,GLoVe,1024_1024_1024,the_2,44,44,44,44,object
gender,GLoVe,1024_1024_1024,judge,71.31,64.12,71.22,79.78,object
gender,GLoVe,20_20_20,the_1,44,44,44,44,object
gender,GLoVe,20_20_20,lawyers,46.69,45.5,46.66,47.91,object
gender,GLoVe,20_20_20,questioned,45.47,45.07,45.46,45.92,object
gender,GLoVe,20_20_20,the_2,44,44,44,44,object
gender,GLoVe,20_20_20,judge,78.49,70.83,78.6,85.81,object
gender,GPT,1024,the_1,44,44,44,44,object
gender,GPT,1024,lawyers,44,44,44,44,object
gender,GPT,1024,questioned,44,44,44,44,object
gender,GPT,1024,the_2,44.01,44,44.01,44.03,object
gender,GPT,1024,judge,67.51,60.5,67.23,74.32,object
gender,GPT,1024_1024_1024,the_1,44,44,44,44,object
gender,GPT,1024_1024_1024,lawyers,44.12,44,44.13,44.32,object
gender,GPT,1024_1024_1024,questioned,44,44,44,44,object
gender,GPT,1024_1024_1024,the_2,44,44,44,44,object
gender,GPT,1024_1024_1024,judge,47.1,44,47.11,50.87,object
gender,GPT,20_20_20,the_1,44,44,44,44,object
gender,GPT,20_20_20,lawyers,46.37,45.46,46.38,47.45,object
gender,GPT,20_20_20,questioned,45.94,45.21,45.93,46.69,object
gender,GPT,20_20_20,the_2,45.74,45.11,45.75,46.45,object
gender,GPT,20_20_20,judge,72.74,65.67,72.62,79.76,object
number,BERT,1024,the_1,95.97,95.11,95.92,96.66,object
number,BERT,1024,lawyers,93.37,92.18,93.36,94.62,object
number,BERT,1024,questioned,96.01,95.42,96.01,96.66,object
number,BERT,1024,the_2,97.87,97.68,97.87,98.06,object
number,BERT,1024,judge,99.97,99.95,99.97,99.98,object
number,BERT,1024_1024_1024,the_1,91.9,91.8,91.9,92,object
number,BERT,1024_1024_1024,lawyers,91.77,91.55,91.77,92.01,object
number,BERT,1024_1024_1024,questioned,95.17,95,95.18,95.36,object
number,BERT,1024_1024_1024,the_2,97.5,97.5,97.5,97.5,object
number,BERT,1024_1024_1024,judge,99.94,99.9,99.94,99.99,object
number,BERT,20_20_20,the_1,94.42,94.08,94.42,94.8,object
number,BERT,20_20_20,lawyers,91.77,91.55,91.77,92.01,object
number,BERT,20_20_20,questioned,95.17,95,95.18,95.36,object
number,BERT,20_20_20,the_2,97.34,97.2,97.34,97.48,object
number,BERT,20_20_20,judge,99.96,99.94,99.96,99.97,object
number,ELMo,1024,the_1,72.4,72.4,72.4,72.4,object
number,ELMo,1024,lawyers,61.62,60.94,61.61,62.32,object
number,ELMo,1024,questioned,91.37,90.9,91.36,92,object
number,ELMo,1024,the_2,98.98,98.81,98.98,99.13,object
number,ELMo,1024,judge,100,100,100,100,object
number,ELMo,1024_1024_1024,the_1,72.4,72.4,72.4,72.4,object
number,ELMo,1024_1024_1024,lawyers,61.62,60.94,61.61,62.32,object
number,ELMo,1024_1024_1024,questioned,90.73,90.56,90.73,90.94,object
number,ELMo,1024_1024_1024,the_2,99.02,98.74,99.02,99.25,object
number,ELMo,1024_1024_1024,judge,100,100,100,100,object
number,ELMo,20_20_20,the_1,69.84,69.26,69.84,70.41,object
number,ELMo,20_20_20,lawyers,61.62,60.94,61.61,62.32,object
number,ELMo,20_20_20,questioned,90.73,90.56,90.73,90.94,object
number,ELMo,20_20_20,the_2,99.16,99.08,99.16,99.2,object
number,ELMo,20_20_20,judge,100,100,100,100,object
number,GLoVe,1024,the_1,49.1,49.1,49.1,49.1,object
number,GLoVe,1024,lawyers,49.1,49.1,49.1,49.1,object
number,GLoVe,1024,questioned,49.08,49.05,49.08,49.1,object
number,GLoVe,1024,the_2,49.1,49.1,49.1,49.1,object
number,GLoVe,1024,judge,97.96,94.59,98.02,100,object
number,GLoVe,1024_1024_1024,the_1,49.1,49.1,49.1,49.1,object
number,GLoVe,1024_1024_1024,lawyers,49.12,49.1,49.12,49.15,object
number,GLoVe,1024_1024_1024,questioned,49.1,49.1,49.1,49.1,object
number,GLoVe,1024_1024_1024,the_2,49.1,49.1,49.1,49.1,object
number,GLoVe,1024_1024_1024,judge,80.4,74.3,80.43,87.04,object
number,GLoVe,20_20_20,the_1,49.1,49.1,49.1,49.1,object
number,GLoVe,20_20_20,lawyers,50.07,49.76,50.07,50.41,object
number,GLoVe,20_20_20,questioned,50.04,49.82,50.04,50.26,object
number,GLoVe,20_20_20,the_2,49.1,49.1,49.1,49.1,object
number,GLoVe,20_20_20,judge,80.45,73.25,80.53,87.16,object
number,GPT,1024,the_1,49.1,49.1,49.1,49.1,object
number,GPT,1024,lawyers,49.1,49.1,49.1,49.1,object
number,GPT,1024,questioned,49.07,49.05,49.07,49.09,object
number,GPT,1024,the_2,49.09,49.08,49.09,49.1,object
number,GPT,1024,judge,78.62,71.84,78.69,85.16,object
number,GPT,1024_1024_1024,the_1,49.1,49.1,49.1,49.1,object
number,GPT,1024_1024_1024,lawyers,49.16,49.1,49.16,49.31,object
number,GPT,1024_1024_1024,questioned,49.1,49.08,49.1,49.13,object
number,GPT,1024_1024_1024,the_2,49.1,49.1,49.1,49.1,object
number,GPT,1024_1024_1024,judge,54.19,50.14,54.21,58.93,object
number,GPT,20_20_20,the_1,49.1,49.1,49.1,49.1,object
number,GPT,20_20_20,lawyers,50.46,50.07,50.46,50.88,object
number,GPT,20_20_20,questioned,49.23,48.98,49.22,49.47,object
number,GPT,20_20_20,the_2,49.5,49.25,49.5,49.78,object
number,GPT,20_20_20,judge,82.66,75.79,82.64,89.16,object
animacy,BERT,1024,the_1,99.75,99.7,99.75,99.8,subject
animacy,BERT,1024,lawyers,100,100,100,100,subject
animacy,BERT,1024,questioned,99.22,99.09,99.23,99.34,subject
animacy,BERT,1024,the_2,98.37,98.02,98.37,98.69,subject
animacy,BERT,1024,judge,99.39,99.32,99.39,99.48,subject
animacy,BERT,1024_1024_1024,the_1,99.78,99.73,99.78,99.8,subject
animacy,BERT,1024_1024_1024,lawyers,100,100,100,100,subject
animacy,BERT,1024_1024_1024,questioned,99.05,98.9,99.05,99.2,subject
animacy,BERT,1024_1024_1024,the_2,98.4,98.3,98.4,98.5,subject
animacy,BERT,1024_1024_1024,judge,99.15,99.1,99.15,99.2,subject
animacy,BERT,20_20_20,the_1,99.78,99.73,99.78,99.81,subject
animacy,BERT,20_20_20,lawyers,100,100,100,100,subject
animacy,BERT,20_20_20,questioned,99.12,99.07,99.12,99.16,subject
animacy,BERT,20_20_20,the_2,98.97,98.89,98.97,99.05,subject
animacy,BERT,20_20_20,judge,99.27,99.23,99.27,99.32,subject
animacy,ELMo,1024,the_1,100,100,100,100,subject
animacy,ELMo,1024,lawyers,100,100,100,100,subject
animacy,ELMo,1024,questioned,99.33,98.97,99.32,99.63,subject
animacy,ELMo,1024,the_2,98.12,97.7,98.11,98.53,subject
animacy,ELMo,1024,judge,74.9,71.2,74.89,78.6,subject
animacy,ELMo,1024_1024_1024,the_1,100,100,100,100,subject
animacy,ELMo,1024_1024_1024,lawyers,100,100,100,100,subject
animacy,ELMo,1024_1024_1024,questioned,99.6,99.6,99.6,99.6,subject
animacy,ELMo,1024_1024_1024,the_2,96.4,96.4,96.4,96.4,subject
animacy,ELMo,20_20_20,the_1,99,98.09,99,99.77,subject
animacy,ELMo,20_20_20,lawyers,98.03,96.88,98,99.09,subject
animacy,ELMo,20_20_20,questioned,99.61,99.54,99.61,99.67,subject
animacy,ELMo,20_20_20,the_2,98.23,98.07,98.23,98.39,subject
animacy,ELMo,20_20_20,judge,96.41,96.2,96.41,96.63,subject
animacy,GLoVe,1024,the_1,54.9,54.9,54.9,54.9,subject
animacy,GLoVe,1024,lawyers,80.16,73.94,80.2,86.22,subject
animacy,GLoVe,1024,questioned,54.9,54.9,54.9,54.9,subject
animacy,GLoVe,1024,the_2,54.9,54.9,54.9,54.9,subject
animacy,GLoVe,1024,judge,55.06,54.91,55.05,55.23,subject
animacy,GLoVe,1024_1024_1024,the_1,54.9,54.9,54.9,54.9,subject
animacy,GLoVe,1024_1024_1024,lawyers,72.04,66.17,71.97,78.32,subject
animacy,GLoVe,1024_1024_1024,questioned,54.85,54.75,54.85,54.9,subject
animacy,GLoVe,1024_1024_1024,the_2,54.9,54.9,54.9,54.9,subject
animacy,GLoVe,1024_1024_1024,judge,54.9,54.9,54.9,54.9,subject
animacy,GLoVe,20_20_20,the_1,54.9,54.9,54.9,54.9,subject
animacy,GLoVe,20_20_20,lawyers,81.61,75.71,81.45,87.38,subject
animacy,GLoVe,20_20_20,questioned,54.75,54.62,54.75,54.85,subject
animacy,GLoVe,20_20_20,the_2,54.9,54.9,54.9,54.9,subject
animacy,GLoVe,20_20_20,judge,56.62,56.2,56.63,57.07,subject
animacy,GPT,1024,the_1,54.9,54.9,54.9,54.9,subject
animacy,GPT,1024,lawyers,100,100,100,100,subject
animacy,GPT,1024,questioned,92.4,92.08,92.4,92.68,subject
animacy,GPT,1024,the_2,94.61,94.29,94.61,94.85,subject
animacy,GPT,1024,judge,93.78,92.06,93.82,95.4,subject
animacy,GPT,1024_1024_1024,the_1,54.9,54.9,54.9,54.9,subject
animacy,GPT,1024_1024_1024,lawyers,100,100,100,100,subject
animacy,GPT,1024_1024_1024,questioned,91.8,91.8,91.8,91.8,subject
animacy,GPT,1024_1024_1024,the_2,94.47,93.43,94.46,95.5,subject
animacy,GPT,1024_1024_1024,judge,94.6,94.2,94.61,95,subject
animacy,GPT,20_20_20,the_1,54.9,54.9,54.9,54.9,subject
animacy,GPT,20_20_20,lawyers,100,100,100,100,subject
animacy,GPT,20_20_20,questioned,92.08,91.86,92.07,92.28,subject
animacy,GPT,20_20_20,the_2,94.61,94.29,94.62,94.92,subject
animacy,GPT,20_20_20,judge,94.64,94.47,94.65,94.83,subject
gender,BERT,1024,the_1,83.22,81.1,83.25,85.36,subject
gender,BERT,1024,lawyers,99.12,98.84,99.12,99.4,subject
gender,BERT,1024,questioned,84.58,84.08,84.58,85.09,subject
gender,BERT,1024,the_2,83.5,82.63,83.5,84.48,subject
gender,BERT,1024,judge,84.9,84.9,84.9,84.9,subject
gender,BERT,1024_1024_1024,the_1,81,81,81,81,subject
gender,BERT,1024_1024_1024,lawyers,99.15,98.3,99.14,99.6,subject
gender,BERT,1024_1024_1024,questioned,83.65,82.8,83.62,84.5,subject
gender,BERT,1024_1024_1024,the_2,84.2,84.2,84.2,84.2,subject
gender,BERT,1024_1024_1024,judge,82.99,82.55,83,83.5,subject
gender,BERT,20_20_20,the_1,82.79,82.5,82.79,83.12,subject
gender,BERT,20_20_20,lawyers,99.47,99.43,99.47,99.5,subject
gender,BERT,20_20_20,questioned,83.01,82.35,83,83.64,subject
gender,BERT,20_20_20,the_2,83.12,82.72,83.11,83.53,subject
gender,BERT,20_20_20,judge,82.99,82.55,83,83.5,subject
gender,ELMo,1024,the_1,88.47,84.99,88.46,91.45,subject
gender,ELMo,1024,lawyers,87.08,84.26,87,89.42,subject
gender,ELMo,1024,questioned,98.49,98.13,98.48,98.8,subject
gender,ELMo,1024,the_2,96.2,96.2,96.2,96.2,subject
gender,ELMo,1024,judge,87.08,84.26,87,89.42,subject
gender,ELMo,1024_1024_1024,the_1,91.3,91.3,91.3,91.3,subject
gender,ELMo,1024_1024_1024,lawyers,84.9,76.7,84.83,89,subject
gender,ELMo,1024_1024_1024,questioned,97.9,97.9,97.9,97.9,subject
gender,ELMo,1024_1024_1024,the_2,95.67,95.48,95.67,95.87,subject
gender,ELMo,1024_1024_1024,judge,62,62,62,62,subject
gender,ELMo,20_20_20,the_1,88.47,84.99,88.46,91.45,subject
